YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,SCR_TCH_SN,LN_AMT
201809,556939,3,86293,01,19361,400000
201902,1849960,3,27790,01,8195,3000000
201807,1649649,3,117102,01,1532,80000
201907,449121,3,26043,01,1488,2000000
201902,691606,3,151141,01,6412,200000
201909,627538,3,71652,01,24780,200000
201907,1306106,3,10509,01,28487,300000
201812,1475750,3,138042,01,24684,300000
202001,1306106,3,10509,01,28487,300000
202003,353791,3,35435,01,1058,600000
201904,0,1,159100,01,14507,100000
201902,1167202,3,127783,01,8452,1000000
202003,430058,3,6100,01,19109,100000
201903,19570,3,169811,01,27631,600000
202001,133481,3,165022,01,6345,30000
202006,0,1,73170,01,7949,30000
201911,1117647,3,134963,01,15197,1000000
201903,493504,3,67000,01,3692,300000
201912,1141991,3,11644,01,13133,90000
201811,1471772,3,162173,01,32359,200000
201906,1732140,3,123453,01,27994,100000
202006,1567267,3,102915,01,13784,3000000
201911,208269,3,192905,01,4653,300000
201806,1306106,3,10509,01,13409,3000000
201808,1567267,3,102915,01,886,2000000
202006,210882,3,174288,01,18883,1000000
201907,0,1,27166,01,6405,80000
202006,1275870,3,76318,01,22981,800000
201904,1306106,3,10509,01,30107,3000000
201808,1306106,3,10509,01,30107,3000000
201902,19570,3,169811,01,16227,2000000
202004,394118,3,173162,01,18659,400000
201810,1732140,3,123453,01,30195,400000
201810,474852,3,138364,01,17404,200000
201904,151050,3,79699,01,11022,80000
201807,0,1,88618,01,32253,80000
201806,1938823,3,86662,01,23129,3000000
201903,0,1,39657,01,25802,6000
201906,289810,3,82649,01,10125,3000000
202002,1312871,3,108813,01,16287,900000
201907,1471772,3,162173,01,22510,400000
201806,0,1,176302,01,6253,100000
202004,0,1,72671,01,28185,1000
201906,1442677,3,30396,01,30326,3000000
202003,1616734,3,117149,01,25219,1000000
202003,250349,3,109734,01,6124,1000000
201912,47029,3,60029,01,952,1000000
201807,133481,3,165022,01,23419,600000
201808,1732140,3,123453,01,30195,400000
202004,0,1,88381,01,25610,100000
201810,955318,3,14127,01,29945,200000
202003,1442677,3,30396,01,19477,3000000
202001,1503298,3,60042,01,30928,20000
201812,0,1,32627,01,234,100000
201906,1222502,3,170213,01,31567,500000
201902,1760166,3,36233,01,6596,1000000
202001,0,1,103045,01,32370,40000
201909,1876407,3,185738,01,12303,100000
201907,1760166,3,36233,01,6596,1000000
201806,474852,3,138364,01,20222,200000
202003,1005876,3,162657,01,21896,80000
201905,1938823,3,86662,01,27155,400000
201810,12986,3,74655,01,10670,100000
201901,289810,3,82649,01,27691,600000
202005,0,1,16181,01,31455,50000
202002,704005,3,190305,01,32255,50000
202001,1690394,3,77537,01,21405,1000000
201812,1732140,3,123453,01,27994,100000
201903,133481,3,165022,01,23419,600000
202003,1471772,3,162173,01,22510,2000000
201907,1442677,3,30396,01,30326,3000000
201809,133481,3,165022,01,23419,600000
201907,180996,3,132466,01,27561,70000
201901,97906,3,183365,01,26544,60000
201811,0,1,104624,01,29899,100000
202003,571637,3,150308,01,30843,300000
201906,47029,3,60029,01,952,1000000
201910,353791,3,35435,01,21530,500000
202001,1523929,3,36384,01,15341,2000000
201911,0,1,91616,01,24478,100000
202004,1938823,3,86662,01,10824,3000000
201908,1475750,3,138042,01,1792,400000
201902,1690394,3,77537,01,29057,400000
201810,1116429,3,60053,01,8884,20000
201811,1167202,3,127783,01,8452,1000000
202002,1690394,3,77537,01,29057,400000
202004,258076,3,75502,01,339,400000
201807,1442677,3,30396,01,30634,2000000
201809,1567267,3,102915,01,11312,2000000
202004,691606,3,151141,01,10035,1000000
202004,1732140,3,123453,01,14018,100000
201904,1567267,3,102915,01,13784,3000000
201912,1047379,3,130855,01,4686,200000
201912,0,1,155902,01,19746,100000
201812,19570,3,169811,01,1237,1000000
202003,500108,3,83502,01,8965,100000
201912,250349,3,109734,01,24587,1000000
201908,0,1,117863,01,12294,100000
201902,112982,3,87224,01,29268,2000000
201909,1114292,3,133485,01,20151,100000
201902,353791,3,35435,01,24376,200000
201904,311918,3,78293,01,2298,600000
202001,0,1,115485,01,11019,2000
202006,1306106,3,10509,01,31784,300000
201907,0,1,93980,01,22591,100000
201808,1335817,3,23048,01,25724,500000
201806,1030620,3,102964,01,10400,200000
201906,1165662,3,14662,01,27395,300000
201810,1760166,3,36233,01,6596,1000000
201906,408383,3,135100,01,24,400000
202002,0,1,155902,01,19746,100000
201901,1475750,3,138042,01,24684,600000
202006,1849960,3,27790,01,31932,3000000
201905,371455,3,15963,01,14513,50000
202006,1506376,3,72945,01,16374,1000000
202006,1183266,3,117831,01,15734,100000
202006,685675,3,122136,01,23876,100000
202006,1522763,3,80812,01,13704,500000
201906,145268,3,127673,01,9955,400000
201907,0,1,91616,01,24478,80000
202006,1471772,3,162173,01,21319,2000000
201902,0,1,93980,01,8932,100000
202003,0,1,115334,01,21614,50000
202005,1335817,3,23048,01,22152,1000000
201807,151050,3,79699,01,11022,80000
201904,1191712,3,87775,01,26075,400000
201912,1579790,3,23981,01,25332,600000
201903,1475750,3,138042,01,14064,2000000
202006,1522763,3,80812,01,18982,6000
202003,0,1,165120,01,6218,100000
201902,0,1,165120,01,19594,100000
201812,1222502,3,170213,01,31567,500000
202003,1455632,3,32748,01,15575,300000
202006,1047379,3,130855,01,4686,900000
201910,1702363,3,8672,01,8710,100000
201809,1312871,3,108813,01,13747,400000
201906,19570,3,169811,01,16227,2000000
201912,1523929,3,36384,01,15341,2000000
201912,1189136,3,13699,01,23340,700000
201812,180996,3,132466,01,27561,70000
201908,233483,3,9080,01,28549,300000
202002,0,1,188853,01,31373,20000
202003,641496,3,115401,01,31590,500000
201909,0,1,153495,01,16831,100000
201905,1522763,3,80812,01,13704,500000
201909,0,1,165120,01,6218,100000
202002,641686,3,33784,01,33084,50000
201904,1335817,3,23048,01,25724,700000
202002,1913925,3,179490,01,23099,300000
201911,686922,3,104851,01,26562,100000
201912,1849960,3,27790,01,31932,3000000
202001,0,1,153495,01,16831,100000
201909,1805344,3,51868,01,16412,300000
201905,1475750,3,138042,01,14064,2000000
202001,335556,3,90260,01,4071,400000
201911,315491,3,89268,01,10189,3000000
201811,133481,3,165022,01,21564,90000
201910,0,1,184203,01,32115,100000
201909,627538,3,71652,01,6538,30000
202001,1335817,3,23048,01,22152,700000
201912,1384429,3,115404,01,10139,500000
201911,1141991,3,11644,01,13133,90000
201808,0,1,86782,01,5050,100000
201907,1567267,3,102915,01,11312,2000000
202003,1709752,3,139626,01,11441,400000
202001,233600,3,34667,01,12907,2000000
201806,1191712,3,87775,01,29948,200000
201908,0,1,176302,01,31886,100000
201806,335556,3,90260,01,3298,400000
202002,1471772,3,162173,01,24937,100000
202003,1732140,3,123453,01,5975,80000
201912,608927,3,72973,01,33448,700000
202004,641496,3,115401,01,21118,400000
202006,0,1,132448,01,18180,90000
201908,180996,3,132466,01,27561,70000
201808,19570,3,169811,01,9433,3000000
202002,1306106,3,10509,01,11079,1000000
201906,0,1,104624,01,19685,100000
201911,1452211,3,174031,01,12068,100000
202004,123859,3,109168,01,14699,800000
201811,948786,3,131184,01,25106,90000
201902,1455632,3,32748,01,15575,3000000
201811,233483,3,9080,01,7960,300000
201907,1475750,3,138042,01,11892,300000
202006,372871,3,106235,01,7711,100000
201908,571637,3,150308,01,30843,300000
202001,1219769,3,33480,01,22521,200000
201808,1114292,3,133485,01,18073,100000
201901,1275870,3,76318,01,22168,400000
202006,493504,3,67000,01,3822,300000
202005,0,1,91616,01,24478,100000
202002,1732140,3,123453,01,14163,100000
201807,0,1,115485,01,31412,20000
201901,1475750,3,138042,01,22724,100000
201809,320986,3,118533,01,31955,90000
201910,1471772,3,162173,01,4350,300000
201901,500108,3,83502,01,8965,200000
201809,123859,3,109168,01,12407,800000
201906,1030620,3,102964,01,27306,70000
201901,500108,3,83502,01,13351,100000
202004,1876407,3,185738,01,12303,100000
201905,1244695,3,193547,01,2588,300000
201904,1475750,3,138042,01,22724,100000
202002,1567267,3,102915,01,13784,3000000
201905,1619156,3,158716,01,28806,3000000
201910,691606,3,151141,01,27757,200000
202005,1876407,3,185738,01,12303,100000
201811,289810,3,82649,01,10125,3000000
201906,1879475,3,83320,01,22194,300000
201908,1335817,3,23048,01,22152,700000
202002,1116429,3,60053,01,9974,80000
201809,1306106,3,10509,01,30107,3000000
201811,0,1,104600,01,13485,100000
201909,135631,3,117416,01,10659,200000
201907,504150,3,66676,01,19072,1000000
201905,955318,3,14127,01,29945,200000
201909,1117647,3,134963,01,15197,1000000
201911,1117647,3,134963,01,21076,1000000
201906,1437721,3,152180,01,22207,100000
202003,1030620,3,102964,01,27306,50000
201908,0,1,5508,01,26153,50000
201904,1781911,3,179060,01,21445,3000000
201901,1879475,3,83320,01,11451,200000
201812,1503298,3,60042,01,12002,30000
201809,449121,3,26043,01,2048,3000000
202001,1475750,3,138042,01,838,100000
201807,1475750,3,138042,01,6693,100000
201908,493504,3,67000,01,3692,300000
201806,219940,3,34207,01,404,200000
201906,1275870,3,76318,01,22168,400000
201808,123859,3,109168,01,12407,800000
201902,320986,3,118533,01,31955,90000
201904,210882,3,174288,01,12156,500000
202004,208269,3,192905,01,24411,200000
202006,143980,3,112656,01,30595,80000
202005,1616405,3,13836,01,16180,300000
201909,493504,3,67000,01,3692,300000
202001,0,1,104624,01,19685,100000
201810,1475750,3,138042,01,24684,200000
202006,948786,3,131184,01,14921,60000
201807,1150988,3,130731,01,28619,3000000
201912,0,1,27166,01,6405,80000
201911,0,1,176302,01,31886,100000
201901,686922,3,104851,01,7337,100000
202004,1306106,3,10509,01,31784,300000
202001,641496,3,115401,01,6506,200000
201811,1879475,3,83320,01,5377,2000000
201901,1616734,3,117149,01,2881,1000000
202004,1114292,3,133485,01,20151,100000
201811,1150988,3,130731,01,28619,3000000
202003,438263,3,148462,01,17928,400000
201903,1312871,3,108813,01,20600,1000000
202006,0,1,184203,01,32115,100000
202006,1116429,3,60053,01,25512,8000
202006,0,1,29609,01,22740,100000
201906,1717467,3,87364,01,25312,40000
202005,1471772,3,162173,01,21319,2000000
202001,1616405,3,13836,01,16180,300000
202002,1521296,3,183826,01,4863,100000
201806,233483,3,9080,01,7960,200000
201908,1437721,3,152180,01,22207,100000
202005,641496,3,115401,01,31590,500000
202001,474083,3,180627,01,31272,500000
202005,608927,3,72973,01,33448,700000
202003,1475974,3,129270,01,6510,40000
201911,365625,3,33824,01,20713,10000
202006,1114292,3,133485,01,20151,200000
202003,493504,3,67000,01,3822,300000
201812,0,1,159100,01,14507,100000
201903,1141991,3,11644,01,23699,90000
202002,1475974,3,129270,01,6510,40000
202005,1928237,3,132888,01,26823,1000000
202003,258076,3,75502,01,26168,400000
201905,0,1,104624,01,19685,100000
201812,112982,3,87224,01,29268,2000000
202003,1270559,3,137953,01,2348,200000
202001,691606,3,151141,01,27757,200000
201810,363310,3,182108,01,19009,500000
201807,0,1,47992,01,27711,100000
201909,1475974,3,129270,01,6510,40000
201910,1116429,3,60053,01,9974,80000
201910,0,1,115334,01,21614,70000
201906,1781911,3,179060,01,5723,3000000
201904,363310,3,182108,01,18703,1000000
202003,39565,3,80401,01,7748,60000
201912,0,1,61938,01,16069,100000
201904,0,1,27166,01,6405,80000
201910,1306106,3,10509,01,33057,3000000
201809,1117647,3,134963,01,25277,500000
201908,0,1,195138,01,4864,100000
201905,0,1,131948,01,7827,100000
201911,1442677,3,30396,01,30443,400000
201906,1441434,3,112026,01,25296,300000
202001,1173610,3,8347,01,2281,2000000
201909,242153,3,43141,01,2040,500000
202006,12986,3,74655,01,6701,900000
201903,948786,3,131184,01,25106,90000
202002,1384429,3,115404,01,10139,200000
201906,1522763,3,80812,01,13704,500000
202005,0,1,93980,01,22591,100000
202004,704005,3,190305,01,32255,100000
202001,1875215,3,143472,01,8053,1000000
201902,250349,3,109734,01,24587,1000000
201903,1312871,3,108813,01,13747,400000
201902,1732140,3,123453,01,27994,100000
202005,408383,3,135100,01,24,100000
201907,1244695,3,193547,01,5716,900000
201806,1522763,3,80812,01,702,400000
202002,208269,3,192905,01,23825,200000
201809,1244695,3,193547,01,16059,300000
201904,556939,3,86293,01,19361,400000
201911,12986,3,74655,01,6701,900000
201904,1732140,3,123453,01,27994,100000
201906,1191004,3,131103,01,2790,800000
202003,0,1,8951,01,20821,100000
201810,641496,3,115401,01,2538,400000
201912,1223564,3,183909,01,17940,200000
201906,1219769,3,33480,01,22521,200000
202005,1522763,3,80812,01,13704,500000
201905,0,1,176302,01,6253,100000
202006,0,1,72036,01,17311,100000
201812,1191712,3,87775,01,15914,400000
201910,0,1,165120,01,471,100000
202004,685675,3,122136,01,23876,100000
202006,0,1,131948,01,32448,100000
201901,233483,3,9080,01,7960,300000
201911,1209288,3,138906,01,11418,1000000
201810,1649649,3,117102,01,14492,80000
202004,1117647,3,134963,01,15197,1000000
201904,0,1,104600,01,13485,100000
201906,0,1,184203,01,32115,100000
202005,219940,3,34207,01,404,200000
201909,686922,3,104851,01,26562,100000
202005,0,1,106553,01,31373,20000
201809,647752,3,114234,01,9569,1000
202001,47029,3,60029,01,952,1000000
202006,0,1,130258,01,17060,100000
202006,0,1,94253,01,13167,100000
201908,335556,3,90260,01,4071,400000
201909,47029,3,60029,01,952,1000000
201912,1879475,3,83320,01,29583,600000
202006,1523929,3,36384,01,15341,2000000
201807,493504,3,67000,01,25415,300000
201809,219940,3,34207,01,404,200000
201912,556939,3,86293,01,8306,300000
202003,1116429,3,60053,01,9974,80000
201908,1579790,3,23981,01,25332,300000
202005,1616734,3,117149,01,32584,1000000
201901,242153,3,43141,01,28137,2000000
201908,1567267,3,102915,01,13784,3000000
201911,1732140,3,123453,01,5975,100000
201912,16350,3,143363,01,11715,600000
201901,0,1,155902,01,18423,100000
201908,1438325,3,147770,01,22099,100000
201810,0,1,165120,01,19594,100000
201807,556939,3,86293,01,19361,400000
202004,1475750,3,138042,01,838,100000
201812,117595,3,110613,01,13936,30000
201905,1468944,3,96367,01,8207,90000
202002,1879475,3,83320,01,26613,3000000
201911,208269,3,192905,01,23825,200000
201807,363310,3,182108,01,19009,500000
202003,0,1,5508,01,25503,50000
201808,0,1,176302,01,6253,100000
202001,0,1,72036,01,17311,100000
201912,0,1,117863,01,24952,100000
202005,685675,3,122136,01,23876,100000
202002,0,1,47992,01,27711,50000
202006,641496,3,115401,01,6506,200000
201908,1244695,3,193547,01,23150,1000000
201909,1209288,3,138906,01,18427,1000000
201907,1165662,3,14662,01,27395,4000
201808,1030620,3,102964,01,10400,200000
201903,647752,3,114234,01,4780,200000
201910,627538,3,71652,01,24780,200000
201905,1616405,3,13836,01,5148,300000
201909,0,1,3211,01,31075,50000
201810,1732140,3,123453,01,3021,200000
202002,0,1,132448,01,16605,90000
201907,0,1,86782,01,2992,100000
201911,16350,3,143363,01,11715,600000
202006,335659,3,139033,01,11662,100000
201906,474852,3,138364,01,17404,200000
202004,135631,3,117416,01,8918,100000
202003,0,1,109859,01,8955,100000
202002,1690394,3,77537,01,21405,1000000
202004,0,1,151042,01,22214,100000
201811,380759,3,143823,01,32605,500000
201806,0,1,159100,01,5742,100000
201905,1191004,3,131103,01,2790,800000
201902,0,1,29609,01,5487,100000
201907,1244695,3,193547,01,2588,400000
202001,208269,3,192905,01,23825,200000
201812,12986,3,74655,01,11603,700000
201910,0,1,132448,01,16605,90000
201806,1244695,3,193547,01,2836,600000
201810,1306106,3,10509,01,30107,3000000
201911,571637,3,150308,01,30843,300000
202006,1717467,3,87364,01,25312,30000
201909,380759,3,143823,01,15873,500000
201902,1275870,3,76318,01,22168,400000
201910,250349,3,109734,01,24587,1000000
202004,1849960,3,27790,01,31932,3000000
201912,0,1,104624,01,19685,100000
201810,704005,3,190305,01,11048,30000
201812,1567267,3,102915,01,11312,2000000
201908,380759,3,143823,01,4906,300000
202001,63347,3,177822,01,6011,500000
202006,0,1,16181,01,31455,50000
201811,1442677,3,30396,01,30326,3000000
201906,1455632,3,32748,01,15575,3000000
201906,1384429,3,115404,01,17097,500000
201911,112982,3,87224,01,25252,2000000
201902,0,1,104624,01,29899,100000
201910,353791,3,35435,01,24376,600000
202004,1805344,3,51868,01,16412,400000
201911,0,1,72317,01,11780,100000
201904,117595,3,110613,01,13936,30000
202006,0,1,153495,01,62,100000
202003,151050,3,79699,01,1486,200000
201808,1579790,3,23981,01,12893,500000
201911,0,1,86782,01,2992,100000
201904,363310,3,182108,01,19009,500000
201908,1030620,3,102964,01,2384,200000
201908,1441434,3,112026,01,25296,300000
201812,948786,3,131184,01,25106,90000
201905,602546,3,124133,01,16401,700000
201905,556939,3,86293,01,8306,300000
201911,1312871,3,108813,01,25734,1000000
202005,0,1,103045,01,32370,40000
202001,1117647,3,134963,01,21076,2000000
201808,363310,3,182108,01,19009,400000
201808,0,1,8951,01,25866,100000
202003,0,1,103045,01,32370,40000
202005,1150988,3,130731,01,10598,3000000
202005,0,1,195146,01,9039,100000
202005,468256,3,69328,01,4613,3000000
201902,0,1,184203,01,32115,100000
202004,449121,3,26043,01,30070,2000000
202002,991472,3,125413,01,1370,1000000
201908,1030620,3,102964,01,27306,70000
201904,554859,3,123633,01,19771,1000000
202001,1030620,3,102964,01,2384,200000
201911,353791,3,35435,01,21530,500000
201907,258076,3,75502,01,26168,400000
201811,353791,3,35435,01,30798,500000
202002,1849960,3,27790,01,31932,3000000
201906,1141991,3,11644,01,13133,90000
201903,0,1,32627,01,234,100000
202002,1579790,3,23981,01,20178,600000
201901,1471772,3,162173,01,8010,200000
201911,1114292,3,133485,01,20151,100000
202006,1732432,3,42420,01,16045,90000
201810,1306106,3,10509,01,13409,3000000
202005,1442677,3,30396,01,30443,400000
201910,380759,3,143823,01,15873,500000
202004,1567267,3,102915,01,13784,3000000
202003,1219769,3,33480,01,15621,200000
201912,0,1,8951,01,14462,100000
201908,1471772,3,162173,01,4350,1000000
201905,948786,3,131184,01,25106,80000
202004,1702363,3,8672,01,8710,100000
201902,1442677,3,30396,01,30443,500000
201809,554859,3,123633,01,19771,1000000
201910,554859,3,123633,01,627,700000
201811,1183266,3,117831,01,29634,500000
202003,0,1,169840,01,14748,100000
202006,1875215,3,143472,01,8053,1000000
201909,641496,3,115401,01,32399,400000
201812,468256,3,69328,01,9949,3000000
202006,1475750,3,138042,01,2358,400000
202004,1270559,3,137953,01,2348,200000
201901,1312871,3,108813,01,20600,1000000
201904,19570,3,169811,01,1237,3000000
201908,1879475,3,83320,01,5377,3000000
202006,289810,3,82649,01,31720,3000000
201807,0,1,29609,01,5487,100000
201808,0,1,184203,01,32115,100000
201911,0,1,3211,01,31075,50000
201812,449121,3,26043,01,30222,3000000
201909,875454,3,100999,01,12297,3000000
201911,1275870,3,76318,01,22981,500000
201806,991472,3,125413,01,5864,300000
202004,1732432,3,42420,01,16045,90000
201907,19570,3,169811,01,16227,2000000
202006,627538,3,71652,01,16991,500000
201809,1475750,3,138042,01,14064,2000000
201910,0,1,104624,01,19685,100000
201905,1471772,3,162173,01,32359,200000
201910,1306106,3,10509,01,32048,3000000
201811,208269,3,192905,01,20936,100000
202006,1892969,3,111414,01,11478,3000000
201807,210882,3,174288,01,12156,500000
201806,691606,3,151141,01,6412,200000
201909,500108,3,83502,01,27526,3000000
202006,1244695,3,193547,01,20001,400000
202003,875454,3,100999,01,12297,3000000
201905,0,1,165120,01,19594,100000
201905,1189136,3,13699,01,23340,600000
201901,133481,3,165022,01,23419,600000
202006,1732140,3,123453,01,5975,80000
201808,0,1,29609,01,5487,100000
202002,0,1,175641,01,22845,100000
201901,504150,3,66676,01,13616,1000000
201911,145268,3,127673,01,9955,300000
201906,1312871,3,108813,01,25734,1000000
201812,1471772,3,162173,01,8010,200000
201912,0,1,72317,01,11780,100000
201808,1191712,3,87775,01,15914,300000
201904,0,1,176302,01,6253,100000
201909,1452211,3,174031,01,12068,200000
201905,123859,3,109168,01,20097,800000
201909,1165662,3,14662,01,27395,100000
201909,0,1,39657,01,25802,5000
202004,0,1,131948,01,32448,100000
202003,1116429,3,60053,01,25512,7000
201810,151050,3,79699,01,11022,90000
201806,0,1,115334,01,28567,100000
202001,1047379,3,130855,01,4686,200000
201909,0,1,175641,01,22845,100000
202005,123859,3,109168,01,14699,800000
201901,500108,3,83502,01,27526,3000000
202001,353791,3,35435,01,1058,600000
201807,1849960,3,27790,01,6146,3000000
202001,1455632,3,32748,01,15575,300000
201910,1709752,3,139626,01,11441,400000
201810,123859,3,109168,01,12407,800000
201906,180996,3,132466,01,27561,70000
201902,0,1,72317,01,24708,100000
201908,1690394,3,77537,01,29057,400000
201812,315491,3,89268,01,16873,3000000
202004,233483,3,9080,01,15124,200000
201809,0,1,117863,01,32747,100000
201806,1781911,3,179060,01,10384,700000
201811,1579790,3,23981,01,12893,100000
201908,1468944,3,96367,01,12646,30000
201910,608927,3,72973,01,33448,700000
201808,602546,3,124133,01,16852,700000
202005,0,1,190418,01,30374,100000
201902,449121,3,26043,01,30222,3000000
202003,0,1,132448,01,16605,90000
201901,1567267,3,102915,01,11312,2000000
201906,1312871,3,108813,01,13747,400000
201809,0,1,47992,01,27711,100000
201909,180996,3,132466,01,27561,70000
201903,1189136,3,13699,01,23340,600000
202001,1275870,3,76318,01,22981,400000
201807,1567267,3,102915,01,13784,3000000
202003,1616405,3,13836,01,16180,300000
201909,685675,3,122136,01,23876,100000
202005,1191712,3,87775,01,30426,300000
202002,1165662,3,14662,01,27395,500000
201904,449121,3,26043,01,1488,2000000
202004,0,1,31176,01,29433,100000
201903,0,1,72317,01,24708,100000
201906,1442677,3,30396,01,30443,500000
201904,1244695,3,193547,01,5716,900000
202003,233483,3,9080,01,15124,300000
202004,1879475,3,83320,01,5058,600000
201912,12986,3,74655,01,6701,900000
201908,1141991,3,11644,01,14862,90000
201907,0,1,32627,01,234,100000
201905,1335817,3,23048,01,25724,700000
201912,602546,3,124133,01,24518,2000000
201806,1732140,3,123453,01,20290,100000
201907,602546,3,124133,01,24518,2000000
202005,0,1,143857,01,27723,70000
202001,0,1,32627,01,4334,100000
201807,1222502,3,170213,01,31567,500000
202006,1167202,3,127783,01,16445,100000
201911,1892969,3,111414,01,5022,3000000
202003,0,1,155902,01,19746,100000
202001,133481,3,165022,01,20098,600000
201806,500108,3,83502,01,13351,100000
202005,1183266,3,117831,01,19636,900000
202002,1306106,3,10509,01,28487,300000
201907,875454,3,100999,01,19059,10000
201810,1732140,3,123453,01,13020,600000
202004,1222502,3,170213,01,31567,500000
201905,1475750,3,138042,01,22724,100000
202004,0,1,8951,01,20821,100000
201806,1306106,3,10509,01,30107,3000000
201907,474852,3,138364,01,17404,200000
202001,295232,3,37868,01,6406,60000
201911,0,1,104624,01,19685,100000
202004,0,1,190418,01,6110,100000
201811,1338382,3,193593,01,1905,300000
201901,210882,3,174288,01,12156,500000
202001,1876407,3,185738,01,12303,100000
202004,647752,3,114234,01,2977,400000
201911,1938823,3,86662,01,10824,3000000
202002,877059,3,31886,01,23595,1000000
201901,0,1,29609,01,5487,100000
201808,0,1,88618,01,32253,100000
201906,875454,3,100999,01,12297,3000000
202004,19570,3,169811,01,4581,2000000
201912,1455632,3,32748,01,15575,300000
201906,755861,3,112373,01,2443,50000
201908,1306106,3,10509,01,32048,3000000
201908,408383,3,135100,01,24,200000
202001,500108,3,83502,01,8965,100000
201912,691606,3,151141,01,27757,200000
202004,0,1,169840,01,14748,100000
201911,1165662,3,14662,01,27395,400000
201812,380759,3,143823,01,4906,300000
202002,608927,3,72973,01,33448,700000
201910,955318,3,14127,01,25421,200000
202003,704005,3,190305,01,32255,50000
202004,0,1,53856,01,22752,70000
202003,1567267,3,102915,01,13784,3000000
201808,19570,3,169811,01,16227,2000000
201911,408383,3,135100,01,24,500000
201806,500108,3,83502,01,2964,3000000
201811,0,1,88618,01,32253,100000
201909,1732140,3,123453,01,14163,200000
202005,0,1,5508,01,25503,50000
201906,1475974,3,129270,01,19448,200000
202001,1005876,3,162657,01,21896,80000
201905,1732140,3,123453,01,23260,700000
201901,755861,3,112373,01,2443,40000
202004,0,1,61938,01,18915,100000
202001,627538,3,71652,01,6538,30000
201910,1913925,3,179490,01,23099,300000
201810,1244695,3,193547,01,16059,300000
201910,210882,3,174288,01,18883,1000000
201812,135631,3,117416,01,10659,200000
201808,1879475,3,83320,01,6526,900000
201910,295232,3,37868,01,6406,60000
202003,500108,3,83502,01,11766,3000000
201903,875454,3,100999,01,18185,100000
201812,504150,3,66676,01,13616,1000000
201811,47029,3,60029,01,6194,2000000
201811,1437721,3,152180,01,22207,100000
202005,0,1,165120,01,6218,100000
201905,363310,3,182108,01,9131,400000
201906,1468944,3,96367,01,8207,60000
201912,1521296,3,183826,01,4863,100000
201912,1762179,3,80453,01,27661,40000
201807,1849960,3,27790,01,15718,1000000
201910,1928237,3,132888,01,26823,600000
201901,1244695,3,193547,01,2836,600000
201911,691606,3,151141,01,5205,1000000
201908,1116429,3,60053,01,13953,30000
201910,1191712,3,87775,01,24332,100000
202006,365625,3,33824,01,20713,20000
201906,1468944,3,96367,01,12646,30000
201811,320986,3,118533,01,31955,90000
201809,16350,3,143363,01,12908,600000
202002,1732140,3,123453,01,13145,500000
201808,210882,3,174288,01,12156,500000
201906,500108,3,83502,01,13351,100000
201906,1616734,3,117149,01,8421,80000
202002,0,1,16181,01,31455,50000
201810,1005876,3,162657,01,21896,90000
201905,210882,3,174288,01,12156,500000
201910,315491,3,89268,01,10189,3000000
201904,233600,3,34667,01,30622,400000
201910,602546,3,124133,01,24518,2000000
201909,97906,3,183365,01,26544,60000
201907,12986,3,74655,01,11603,900000
202006,311918,3,78293,01,21593,400000
201901,0,1,32627,01,234,100000
201806,1879475,3,83320,01,9823,3000000
201808,208269,3,192905,01,20936,100000
202001,1732140,3,123453,01,22947,600000
201901,112982,3,87224,01,29268,2000000
201808,1732140,3,123453,01,27994,100000
201912,133481,3,165022,01,20098,600000
201907,602546,3,124133,01,16401,700000
201906,1616734,3,117149,01,25219,1000000
201905,0,1,104600,01,13485,100000
201808,1732432,3,42420,01,16045,200000
201909,233483,3,9080,01,28549,200000
201908,1312871,3,108813,01,16287,400000
201809,1760166,3,36233,01,6596,1000000
202003,0,1,32627,01,4334,100000
202005,991472,3,125413,01,1370,1000000
201810,1567267,3,102915,01,11312,2000000
202003,1471772,3,162173,01,4350,300000
201904,1222502,3,170213,01,31567,500000
201912,335556,3,90260,01,4071,400000
201911,948786,3,131184,01,14921,70000
201808,1455632,3,32748,01,15575,3000000
201906,0,1,5508,01,26153,50000
202002,493504,3,67000,01,3822,300000
201902,1222502,3,170213,01,31567,500000
202006,47029,3,60029,01,24940,1000000
201906,955318,3,14127,01,25421,200000
201906,311918,3,78293,01,2298,600000
201806,1567267,3,102915,01,886,2000000
201910,1442677,3,30396,01,19477,3000000
201902,133481,3,165022,01,6345,80000
202001,1717467,3,87364,01,25312,30000
201901,0,1,165120,01,19594,100000
201811,1732140,3,123453,01,13020,600000
201809,500108,3,83502,01,13351,100000
201905,1649649,3,117102,01,12452,300000
202006,1471772,3,162173,01,24937,100000
201909,0,1,115334,01,21614,70000
202002,627538,3,71652,01,24780,500000
201912,1219769,3,33480,01,22521,200000
202002,0,1,72036,01,17311,100000
201808,556939,3,86293,01,12669,300000
202002,1879475,3,83320,01,29583,400000
202003,627538,3,71652,01,6538,30000
201812,647752,3,114234,01,4780,90000
201903,311918,3,78293,01,24586,1000000
201903,289810,3,82649,01,27691,600000
201909,289810,3,82649,01,1526,600000
201910,0,1,88381,01,25610,100000
201904,500108,3,83502,01,27526,3000000
202002,210882,3,174288,01,4622,400000
202002,573468,3,54149,01,17248,2000000
202001,1030620,3,102964,01,27306,50000
201912,19570,3,169811,01,3079,1000000
202003,19570,3,169811,01,3079,3000000
201912,242153,3,43141,01,13520,2000000
