YM,JOIN_SN,JOIN_SN_TYP,SCTR_CD,COM_SN,IS_ME,GRNT_CD,GRNT_AMT,GRNT_DT
201907,1879701,1,12,6870324,0,0033,30000,201105
201812,555603,1,12,8503980,0,0033,200000,200902
202002,1130717,1,12,811443,0,0033,8000,201505
201901,1369927,1,03,1633434,0,0033,10000,200501
202006,1417847,1,01,5584349,0,0033,400000,201607
201909,1532126,1,21,1332151,0,0033,8000000,201809
202003,760866,1,01,4807051,0,0033,200000,201011
202001,1204668,1,24,3860573,0,0033,4000,202001
202004,25820,1,01,5348086,0,0033,5000,200705
202005,1171606,1,17,3757910,0,0033,50000,201908
201811,1532126,1,21,777330,0,0033,4000000,201809
201809,1673396,1,12,4705553,0,0033,400000,201411
201809,498449,1,12,3236305,0,0033,40000,200501
201902,1071522,1,12,4369839,0,0033,50000,201705
201809,1634698,1,03,5140047,0,0033,100,200501
201911,853421,1,01,3676551,0,0033,100000,201802
201906,662505,1,21,2041482,0,0033,50000,201206
201911,483259,1,16,2720363,0,0033,40000,201805
201906,1038414,1,12,4399814,0,0033,100000,200705
201910,819093,1,03,562411,0,0033,1000,200501
201911,1097415,1,01,2854106,0,0033,20000,201704
201806,1694265,1,03,6972053,0,0033,4000,200501
201902,879755,1,01,8793082,0,0033,90000,201806
201903,648882,1,17,2109768,0,0033,10000,201806
201912,1326728,1,12,5270126,0,0033,300000,201406
201904,1287705,1,01,5052987,0,0033,30000,200805
201812,1571650,1,12,8113705,0,0033,100000,201610
201901,564566,1,17,2098656,0,0033,20000,201810
201809,1818613,1,12,951071,0,0033,50000,201701
201811,615883,1,16,6713130,0,0033,10000,201604
201912,1171606,1,12,4385814,0,0033,100000,201602
202005,1278794,1,01,8704990,0,0033,70000,201705
202002,935254,1,01,544321,0,0033,30000,201601
201906,1861198,1,03,3844313,0,0033,20000,200501
201807,1353713,1,03,3621309,0,0033,100,200509
201904,1486628,1,01,9627993,0,0033,100000,200501
202001,1127483,1,21,2103147,0,0033,2000000,201803
202002,615580,1,01,4825146,0,0033,30000,201911
201906,991301,1,03,4656292,0,0033,10000,200802
201907,1109039,1,12,6900993,0,0033,200000,201906
201909,494032,1,17,8048165,0,0033,20000,201605
201907,1173093,1,12,7563719,0,0033,10000,200501
201910,644598,1,03,505660,0,0033,6000,200501
201810,1615973,1,12,5537248,0,0033,100000,201712
201906,421038,1,01,3162681,0,0033,80000,201606
201807,880988,1,12,2281572,0,0033,200000,201101
201808,581853,1,12,200406,0,0033,30000,201702
201910,223979,1,12,9902480,0,0033,80000,201409
202002,1340176,1,01,6004381,0,0033,70000,200501
202004,380830,1,24,8440460,0,0033,5000,201609
201809,410040,1,03,6651391,0,0033,6000,200501
201808,1148496,1,12,4276955,0,0033,70000,201412
201807,913160,1,12,3754321,0,0033,300000,201511
201907,1175281,1,12,126761,0,0033,80000,201812
201806,529756,1,12,9937136,0,0033,70000,201510
201807,1330586,1,03,2284972,0,0033,100,200508
201908,516198,1,16,6135205,0,0033,200000,201806
201905,408332,1,03,4721020,0,0033,30000,201109
201907,375403,1,01,7798816,0,0033,200000,200708
201812,168236,1,01,1327273,0,0033,100,201006
201808,976310,1,03,8566384,0,0033,100,200910
202003,1287705,1,01,5052987,0,0033,30000,200805
201811,578755,1,03,1614532,0,0033,2000,200501
202002,864629,1,24,505548,0,0033,4000,201708
202006,949373,1,21,3884324,0,0033,3000000,201901
201912,227166,1,01,1244999,0,0033,100,200812
201906,653495,1,01,5296237,0,0033,2000,201003
201910,731945,1,03,6804417,0,0033,300000,200611
201810,838379,1,17,5209865,0,0033,4000,201605
201903,1750060,1,01,9936417,0,0033,4000000,200501
201809,1784714,1,16,1586340,0,0033,20000,201602
201906,261299,1,21,5630351,0,0033,2000,200501
202002,992618,1,24,1734652,0,0033,5000,201603
201908,1848375,1,17,7657473,0,0033,100000,201711
201807,1678364,1,17,2311627,0,0033,700,201308
201810,210153,1,16,5011879,0,0033,20000,201804
201810,1748100,1,12,709674,0,0033,300000,200809
201807,1818613,1,12,951071,0,0033,50000,201701
202004,381672,1,12,2997622,0,0033,300000,202001
201908,376463,1,01,4958777,0,0033,70000,201608
202001,950310,1,01,9568821,0,0033,100000,201909
201812,315458,1,01,3548342,0,0033,6000,201011
201909,1062654,1,17,6762099,0,0033,50000,201804
201909,870742,1,01,3066705,0,0033,600000,200501
201808,1769080,1,01,3538555,0,0033,1000000,200810
202006,381672,1,01,8216677,0,0033,40000,202004
202003,38380,1,01,1912787,0,0033,600000,200703
201905,1591442,1,12,10022465,0,0033,20000,201805
201810,1277006,1,01,8352200,0,0033,10000,201801
201806,1210411,1,12,1798925,0,0033,50000,201805
201901,1826912,1,12,1365194,0,0033,6000,200501
201808,574414,1,12,3411560,0,0033,9000,200501
201912,1417273,1,01,9035636,0,0033,300000,201908
201910,1765679,1,17,225077,0,0033,20000,201903
201911,1326728,1,12,5270126,0,0033,300000,201406
201907,1038414,1,12,2124074,0,0033,200000,200501
201901,543834,1,01,8285436,0,0033,10000,200801
202002,988796,1,16,7677168,0,0033,100000,201802
201905,336459,1,12,1717210,0,0033,80000,200504
202004,1331735,1,21,9387405,0,0033,50000,200703
202005,218292,1,05,7916005,0,0033,50000,202005
201911,913160,1,12,9753196,0,0033,30000,201707
201904,56995,1,12,1173044,0,0033,30000,200501
201912,443022,1,03,4581594,0,0033,100,200501
202006,426462,1,05,8767050,0,0033,10000,201809
201808,1277298,1,01,364194,0,0033,2000000,200803
201810,712245,1,12,4138637,0,0033,100000,201801
201909,1324536,1,12,5766206,0,0033,30000,201006
201810,1473330,1,01,534992,0,0033,200000,201806
201905,1434323,1,01,9179203,0,0033,10000,201401
201906,1334987,1,03,875032,0,0033,100,200606
201908,1532126,1,21,1141429,0,0033,100000,201809
201903,845413,1,12,7644574,0,0033,9000,201602
201901,373764,1,01,2463425,0,0033,200000,201707
201903,1910201,1,01,9468520,0,0033,4000,201505
201909,523778,1,03,9021477,0,0033,100,201111
202002,1326728,1,17,4581823,0,0033,30000,201411
201907,1130717,1,12,811443,0,0033,20000,201505
202004,913160,1,01,2132792,0,0033,80000,201404
202002,1429233,1,01,6622602,0,0033,5000,200706
202004,988796,1,16,7677168,0,0033,90000,201802
201809,785936,1,12,394245,0,0033,2000000,201605
202006,1619378,1,01,9233206,0,0033,200000,201506
201909,963482,1,01,6539047,0,0033,400000,201508
201901,1439830,1,03,5394543,0,0033,10000,200501
201905,1358701,1,17,1999797,0,0033,30000,201710
201903,260549,1,12,1451680,0,0033,100000,201901
202003,340332,1,12,6982133,0,0033,200000,201909
201812,1653913,1,12,150760,0,0033,50000,201708
202004,1336667,1,12,995943,0,0033,100000,201610
201808,375403,1,01,7798816,0,0033,200000,200708
202003,1358630,1,12,2757778,0,0033,5000,201803
201811,881197,1,01,4302522,0,0033,700000,201807
201902,263369,1,16,2881392,0,0033,100000,201705
201809,880988,1,12,2281572,0,0033,200000,201101
201902,1583144,1,17,2472283,0,0033,40000,201708
202004,1799467,1,03,6076300,0,0033,2000000,201903
202006,158020,1,01,7336105,0,0033,60000,202005
201902,1240432,1,01,4873683,0,0033,400000,201805
201909,375403,1,01,7798816,0,0033,200000,200708
201912,418983,1,01,117627,0,0033,6000,201903
202005,1014393,1,01,2282340,0,0033,100,200501
201904,873656,1,12,4550290,0,0033,80000,200501
202001,523778,1,03,9021477,0,0033,100,201111
202004,1542773,1,01,5687077,0,0033,20000,201310
201811,381672,1,17,6842691,0,0033,200000,201712
201912,1328585,1,12,5462055,0,0033,40000,201903
201811,524888,1,21,4569384,0,0033,60000,201305
201808,1170991,1,12,7397089,0,0033,1000000,200811
201908,693214,1,01,313075,0,0033,200000,201601
201911,1305782,1,12,1821457,0,0033,200000,201306
201812,238059,1,12,1884993,0,0033,500000,200912
201902,541452,1,12,3972835,0,0033,30000,201711
202006,1835543,1,03,2867887,0,0033,30000,200501
201808,880988,1,12,748794,0,0033,100000,201202
202005,949373,1,21,6791606,0,0033,1000000,201905
201909,563293,1,12,765023,0,0033,10000,201608
201810,890840,1,03,5711390,0,0033,20000,200501
202006,1074067,1,12,1538489,0,0033,20000,200606
201910,504676,1,12,7446713,0,0033,40000,201702
202003,459181,1,16,8107645,0,0033,7000,201804
201905,1413331,1,17,5399722,0,0033,600,201705
201906,1308071,1,03,25736,0,0033,20000,200501
201812,250733,1,12,2097414,0,0033,9000,201705
201811,1704882,1,03,8830733,0,0033,20000,200501
202003,704195,1,01,2986424,0,0033,300000,201911
202005,1648625,1,03,7966150,0,0033,100,200501
201807,885766,1,12,3249613,0,0033,100000,200501
201905,1011342,1,24,9237916,0,0033,7000,201801
201909,381672,1,16,9429869,0,0033,100000,201907
201808,1330586,1,03,2284972,0,0033,100,200508
201903,662505,1,21,2041482,0,0033,50000,201206
201808,845791,1,03,550164,0,0033,7000,200501
201907,1046167,1,01,9554111,0,0033,10000,201806
201902,1278062,1,01,4324896,0,0033,10000,201501
202004,971177,1,12,2638818,0,0033,60000,201803
202006,617399,1,01,1079512,0,0033,10000,201905
201902,208678,1,03,1226637,0,0033,100,200604
202006,968390,1,12,1465666,0,0033,40000,201612
201909,225761,1,01,2008277,0,0033,200000,200601
201808,1478181,1,12,5474042,0,0033,5000,200501
201903,1532126,1,21,6461554,0,0033,2000000,201809
201911,285814,1,12,9887289,0,0033,20000,201810
201907,646869,1,12,5108048,0,0033,60000,201902
202003,396236,1,01,1518286,0,0033,10000,201701
201807,353014,1,16,1098956,0,0033,20000,201602
201911,887760,1,12,3052188,0,0033,100000,201812
201812,1611956,1,01,6280769,0,0033,40000,201711
201810,1166395,1,12,1883600,0,0033,60000,200908
201812,1876862,1,01,4278711,0,0033,80000,201711
201811,516198,1,16,6135205,0,0033,200000,201806
202006,1643484,1,17,8524992,0,0033,80000,201712
201812,555603,1,12,8824014,0,0033,1000000,201407
202001,1190068,1,12,2571714,0,0033,100000,201912
202006,1673396,1,01,7103610,0,0033,400000,201411
201811,1473330,1,01,534992,0,0033,5000,201806
201807,988796,1,05,6734132,0,0033,4000,201510
201902,671374,1,01,2108696,0,0033,100,200912
201905,1097415,1,12,2285163,0,0033,100000,201604
201810,353014,1,16,1098956,0,0033,20000,201602
201907,1673396,1,01,7103610,0,0033,20000,201411
201905,553505,1,12,9864807,0,0033,20000,200501
202001,643096,1,12,2645019,0,0033,9000,201208
201809,1305782,1,12,1821457,0,0033,200000,201306
202003,1352270,1,01,8706624,0,0033,4000,200804
202004,1302113,1,12,7326739,0,0033,200000,201906
201806,1745042,1,12,5011980,0,0033,4000,201510
201902,145370,1,12,2903042,0,0033,30000,201701
201806,1123210,1,12,3406124,0,0033,60000,201703
201911,330946,1,08,8874214,0,0033,7000,200501
202002,885766,1,12,3249613,0,0033,100000,200501
201912,1549991,1,12,2608786,0,0033,70000,201411
201908,1166395,1,12,1883600,0,0033,60000,200908
202003,49170,1,01,9838880,0,0033,2000000,201504
202004,1304245,1,12,1244331,0,0033,30000,201409
201909,1326728,1,12,5270126,0,0033,300000,201406
201809,570122,1,01,5412422,0,0033,50000,201802
201910,1175281,1,01,3773169,0,0033,80000,201806
201908,666043,1,16,5591072,0,0033,10000,201604
201812,653495,1,01,5296237,0,0033,3000,201003
201907,1714896,1,01,9973033,0,0033,100000,200603
201908,1214837,1,03,3828004,0,0033,10000,201701
201905,314767,1,03,4423646,0,0033,30000,200501
201806,1575760,1,01,840235,0,0033,800,201608
201905,1352270,1,01,8706624,0,0033,5000,200804
201809,1548578,1,12,1892189,0,0033,100000,201511
201902,1448064,1,01,8293414,0,0033,1000,201711
201907,734657,1,01,7457088,0,0033,9000000,201712
201811,847786,1,01,7792354,0,0033,20000,200501
201806,744187,1,17,3199877,0,0033,9000,201207
201808,555603,1,12,8788355,0,0033,700000,200605
201908,373764,1,01,2463425,0,0033,200000,201707
201903,1099164,1,12,1381314,0,0033,40000,201501
202003,1619378,1,01,9233206,0,0033,200000,201506
201812,976310,1,03,8566384,0,0033,100,200910
201910,1429233,1,01,6622602,0,0033,5000,200706
201812,1098203,1,01,9188601,0,0033,80000,201502
201811,968390,1,17,10046955,0,0033,70000,201711
201810,663052,1,03,7588982,0,0033,2000,200501
202002,198993,1,12,6728782,0,0033,100000,201812
201911,455972,1,03,2539454,0,0033,10000,200508
202001,1140387,1,21,111873,0,0033,2000,201306
201807,1085898,1,03,7227940,0,0033,8000,200705
201901,1417847,1,01,5584349,0,0033,200000,201607
201904,925844,1,12,5717076,0,0033,200000,201705
201808,1436447,1,12,6882857,0,0033,400000,201401
201808,939018,1,12,203435,0,0033,5000,201608
201807,157214,1,01,5443050,0,0033,100000,200711
201810,1571650,1,16,9018750,0,0033,2000,201602
202006,1277298,1,01,364194,0,0033,2000000,200803
201910,1907640,1,17,7458487,0,0033,100000,201810
202002,211265,1,03,6207144,0,0033,100,200501
201911,129383,1,12,8965566,0,0033,200000,200501
201911,693214,1,01,313075,0,0033,200000,201601
201810,455972,1,03,2539454,0,0033,10000,200508
201806,1804798,1,03,6542715,0,0033,1000,200903
201907,1417273,1,01,9182401,0,0033,100000,201202
201912,853421,1,17,6165406,0,0033,20000,201702
201808,483259,1,16,2720363,0,0033,50000,201805
201806,1340176,1,12,8665100,0,0033,300000,200509
202002,1043657,1,01,970990,0,0033,2000,201809
201906,230963,1,01,710562,0,0033,300000,201902
201911,870742,1,01,3066705,0,0033,600000,200501
201912,1523847,1,01,3410305,0,0033,500000,201905
201911,167046,1,12,5835610,0,0033,200000,200501
202006,376463,1,16,625532,0,0033,10000,201604
201903,238059,1,01,1624229,0,0033,300000,201507
202003,1505394,1,24,9067694,0,0033,10000,200501
201902,267791,1,03,316783,0,0033,100,200607
201901,381672,1,17,6842691,0,0033,200000,201712
201902,421038,1,01,3162681,0,0033,90000,201606
201810,1850766,1,17,226611,0,0033,10000,201609
202005,867837,1,01,4954529,0,0033,400000,202005
201907,581853,1,12,200406,0,0033,20000,201702
201912,913160,1,03,1248965,0,0033,400000,201809
202002,794699,1,01,1609000,0,0033,20000,201803
201904,396236,1,12,9472440,0,0033,20000,201701
201907,731945,1,03,6804417,0,0033,300000,200611
201812,1326728,1,17,4581823,0,0033,60000,201411
201905,1326728,1,17,9583232,0,0033,300000,201605
201911,238059,1,01,3527126,0,0033,600000,201401
201902,1583144,1,17,5332036,0,0033,60000,201901
201811,1542773,1,12,9802249,0,0033,200000,201002
202004,238059,1,01,3527126,0,0033,600000,201401
201903,555603,1,17,4156233,0,0033,20000,201703
201912,1532126,1,21,6517949,0,0033,4000000,201809
201809,560364,1,17,4683031,0,0033,20000,201802
201906,785936,1,12,394245,0,0033,2000000,201605
201903,1869223,1,12,9438850,0,0033,40000,200501
201807,913160,1,16,1697901,0,0033,60000,201702
201912,439845,1,01,10043249,0,0033,4000,201704
201912,541452,1,12,3972835,0,0033,20000,201711
201910,353014,1,16,1098956,0,0033,10000,201602
201812,851270,1,12,4951419,0,0033,50000,200501
201910,375403,1,17,2105052,0,0033,40000,201902
201909,380830,1,24,898591,0,0033,4000,201609
202002,615883,1,24,8001234,0,0033,10000,201604
201809,348975,1,03,427559,0,0033,9000,200501
201809,1708494,1,01,9493463,0,0033,10000,201703
202006,1931414,1,01,6810326,0,0033,30000,201402
201903,198993,1,12,6728782,0,0033,100000,201812
201809,157214,1,12,7905537,0,0033,100000,200712
201810,1344212,1,12,4525530,0,0033,200000,200501
201911,704195,1,01,2986424,0,0033,300000,201911
201910,1674205,1,12,111564,0,0033,60000,201910
201906,410040,1,03,6651391,0,0033,6000,200501
201807,739112,1,21,3072642,0,0033,2000000,201805
201902,1355373,1,12,3077929,0,0033,10000,201704
201808,1769581,1,03,9417572,0,0033,100,200501
202005,263369,1,05,2707174,0,0033,20000,201912
201911,324474,1,12,2966938,0,0033,100000,201611
201908,1799467,1,03,6076300,0,0033,2000000,201903
201912,1019319,1,12,7500003,0,0033,2000,200806
201901,1046167,1,01,9554111,0,0033,10000,201806
202003,782625,1,01,3615590,0,0033,4000,201103
201907,1326728,1,01,4334529,0,0033,80000,201712
201812,745756,1,12,2211198,0,0033,3000,200501
201908,582449,1,17,2609950,0,0033,6000,201902
201811,1602354,1,01,7759796,0,0033,4000000,201503
201809,1355373,1,12,3077929,0,0033,20000,201704
201807,1277298,1,01,364194,0,0033,2000000,200803
201907,940245,1,03,2596304,0,0033,40000,200609
201906,972078,1,12,3075796,0,0033,10000,201504
201903,1458959,1,12,823651,0,0033,20000,200805
202006,103756,1,12,3195491,0,0033,200000,201912
201811,1799467,1,16,3116362,0,0033,30000,201512
201812,663052,1,03,7588982,0,0033,2000,200501
201904,1745042,1,17,2779781,0,0033,80000,201702
201904,435620,1,03,4485836,0,0033,9000,200707
201806,560364,1,17,424275,0,0033,40000,201706
202006,1488211,1,03,8165219,0,0033,1000000,201909
201901,228628,1,03,1655942,0,0033,20000,200501
201912,553505,1,12,9864807,0,0033,20000,200501
201810,1523847,1,01,3036,0,0033,40000,200908
201806,606515,1,01,359500,0,0033,1000,201205
202003,1326728,1,17,9583232,0,0033,200000,201605
201911,1092424,1,12,6148910,0,0033,20000,201906
201808,64909,1,12,9437206,0,0033,300000,201803
201808,77690,1,16,379022,0,0033,40000,201410
201903,90481,1,12,4918520,0,0033,100000,200710
202001,238059,1,01,3527126,0,0033,600000,201401
201902,572116,1,12,1984633,0,0033,30000,201504
202003,920907,1,16,3838026,0,0033,70000,201803
202002,546786,1,24,7302274,0,0033,8000,201912
201901,1214837,1,03,3828004,0,0033,10000,201701
201807,576550,1,12,2003248,0,0033,100000,201704
201806,888652,1,01,6921445,0,0033,100000,201511
201901,555603,1,01,2084164,0,0033,200000,200711
201902,214735,1,12,5116713,0,0033,700000,200501
201809,1931414,1,12,1559367,0,0033,40000,201402
201906,853421,1,01,3676551,0,0033,200000,201802
201808,662505,1,21,8034208,0,0033,6000,201011
201806,543834,1,01,8285436,0,0033,10000,200801
201909,439559,1,17,3823167,0,0033,20000,201902
201807,1625476,1,17,9149432,0,0033,6000,201701
201809,1273069,1,12,1172735,0,0033,100000,201710
201812,1500128,1,03,5323880,0,0033,60000,201408
201903,381672,1,17,4620795,0,0033,8000,201211
201812,1747691,1,05,5642957,0,0033,9000,200501
201811,393401,1,03,227974,0,0033,500,200501
202002,504676,1,12,7446713,0,0033,40000,201702
201907,705714,1,12,9406459,0,0033,100000,201804
201912,1086997,1,12,2885106,0,0033,90000,200904
201901,1648625,1,03,7966150,0,0033,100,200501
201810,107398,1,12,2693793,0,0033,40000,201604
201807,1151490,1,17,4903142,0,0033,1000,201510
201808,1239593,1,17,747052,0,0033,9000,201706
202002,1583144,1,17,5332036,0,0033,60000,201901
201909,1928262,1,05,3854453,0,0033,2000,201611
201809,1304245,1,12,1244331,0,0033,30000,201409
201908,354214,1,01,6805369,0,0033,100,200501
201906,873656,1,17,286578,0,0033,20000,201804
201904,330946,1,08,8874214,0,0033,7000,200501
201901,785936,1,01,1844510,0,0033,80000,201709
201809,824730,1,05,9694680,0,0033,6000,201604
202001,1853588,1,12,2925781,0,0033,50000,201107
201906,1923224,1,03,1497012,0,0033,500000,201807
201810,1170991,1,12,7397089,0,0033,1000000,200811
201809,1503378,1,12,4760666,0,0033,200000,201310
201909,183610,1,01,6437873,0,0033,6000,201802
201910,1117631,1,24,7099442,0,0033,9000,201304
202006,654553,1,12,5252369,0,0033,200000,200903
201806,971177,1,05,1183970,0,0033,2000,201603
202003,1930469,1,01,6863898,0,0033,10000,201605
201907,1071522,1,12,4369839,0,0033,50000,201705
201910,279141,1,16,775249,0,0033,40000,201811
201907,637492,1,03,4561087,0,0033,8000,201208
201901,1304245,1,12,1244331,0,0033,30000,201409
202002,561497,1,03,8946148,0,0033,900,201012
201806,555603,1,12,8824014,0,0033,1000000,201407
201901,197429,1,01,4199710,0,0033,100,200501
201905,121007,1,12,4988060,0,0033,100000,201805
202003,885766,1,01,2574567,0,0033,300000,200604
201812,266067,1,17,1806883,0,0033,10000,201710
202002,944547,1,12,7552185,0,0033,30000,201711
201910,755473,1,01,7514765,0,0033,6000,201402
201806,1537007,1,12,3328950,0,0033,40000,201605
201912,1473330,1,01,534992,0,0033,40000,201806
201903,1745042,1,17,2779781,0,0033,200000,201702
201810,147150,1,12,5179803,0,0033,200000,200904
201909,1010444,1,03,2324287,0,0033,2000,200612
202001,426462,1,05,8767050,0,0033,20000,201809
202002,1615973,1,01,7377376,0,0033,100,200901
201906,1074067,1,12,1538489,0,0033,20000,200606
202005,523421,1,16,1852569,0,0033,40000,201903
201811,71799,1,12,4582290,0,0033,30000,201503
201908,381672,1,17,6842691,0,0033,200000,201712
201910,1358630,1,12,2757778,0,0033,5000,201803
201810,873656,1,12,4550290,0,0033,90000,200501
202004,375403,1,17,2105052,0,0033,30000,201902
201809,1583144,1,17,2472283,0,0033,50000,201708
201810,516198,1,16,6135205,0,0033,200000,201806
202005,1583144,1,17,673625,0,0033,20000,201712
201907,1864893,1,03,3953615,0,0033,600,200501
201904,851270,1,12,4951419,0,0033,50000,200501
201902,785936,1,01,1395157,0,0033,2000000,201309
201808,164881,1,03,3887214,0,0033,4000,200501
202004,261299,1,21,5630351,0,0033,2000,200501
201906,473311,1,12,5044843,0,0033,200000,201906
202002,657459,1,12,9837681,0,0033,9000,201511
201807,1748100,1,12,709674,0,0033,300000,200809
202004,174596,1,01,9593475,0,0033,40000,201912
202004,1336667,1,12,5235630,0,0033,20000,201710
202001,329412,1,01,9991857,0,0033,10000,201705
201806,1417847,1,01,5584349,0,0033,200000,201607
201811,1874109,1,03,3336630,0,0033,100,200908
201902,581446,1,12,6600220,0,0033,6000,201206
201906,691700,1,01,8031690,0,0033,20000,201906
201808,381672,1,17,9020400,0,0033,200000,201701
202006,57492,1,01,201791,0,0033,10000,201608
201812,1825256,1,17,8285491,0,0033,10000,201605
201812,421038,1,01,3162681,0,0033,100000,201606
202005,1523201,1,17,5239844,0,0033,90000,201905
201807,129383,1,12,8965566,0,0033,200000,200501
201910,576550,1,12,2003248,0,0033,100000,201704
201812,550511,1,12,1644093,0,0033,10000,200501
201812,1494797,1,03,5326451,0,0033,100,201307
201904,1523847,1,01,3036,0,0033,30000,200908
201808,1028755,1,01,1093277,0,0033,20000,201606
201902,1220285,1,03,2997336,0,0033,100,200802
202002,566635,1,17,5787274,0,0033,100000,201401
202003,1928262,1,12,8735874,0,0033,700000,200501
202003,700388,1,17,9210339,0,0033,5000,201904
201908,314767,1,03,4423646,0,0033,30000,200501
201901,828806,1,12,906124,0,0033,30000,201703
202004,1604227,1,16,5135979,0,0033,100000,201204
201906,976310,1,03,8566384,0,0033,100,200910
201912,708738,1,16,3020041,0,0033,20000,201909
201909,830017,1,16,6124857,0,0033,20000,201909
202006,683284,1,05,1359022,0,0033,20000,202004
201811,1628751,1,12,1136926,0,0033,60000,201602
201909,1219106,1,16,2575082,0,0033,30000,201705
201807,73324,1,03,2736817,0,0033,2000,200708
201909,1615973,1,01,7377376,0,0033,100,200901
202001,197034,1,24,3122094,0,0033,9000,201606
201905,1714896,1,12,5312123,0,0033,100000,200603
201903,949373,1,01,6524969,0,0033,3000000,201709
201905,1213351,1,01,7359426,0,0033,10000,201712
201806,1733454,1,15,8863164,0,0033,10000,201409
201907,1546719,1,17,6794027,0,0033,20000,201109
202005,1549991,1,12,2608786,0,0033,70000,201411
201901,1326728,1,05,1752008,0,0033,50000,201805
202004,949373,1,21,954269,0,0033,700000,201901
201905,1417273,1,01,9182401,0,0033,100000,201202
201911,1591442,1,12,10022465,0,0033,20000,200611
201810,499317,1,01,9987249,0,0033,30000,201612
202006,1239593,1,01,6920858,0,0033,3000000,201609
201910,927644,1,17,4105500,0,0033,80000,201708
201906,873656,1,05,7149496,0,0033,30000,201903
201905,118296,1,03,6700813,0,0033,20000,201010
201910,381672,1,17,9020400,0,0033,100000,201701
202002,672092,1,12,5954607,0,0033,10000,201310
202006,1546719,1,17,6794027,0,0033,20000,201109
201906,1835543,1,03,2867887,0,0033,20000,200501
201806,279780,1,01,1975146,0,0033,70000,201111
202003,813054,1,17,4571610,0,0033,30000,202001
202003,871079,1,01,3992245,0,0033,3000,200709
201910,527399,1,21,3897975,0,0033,3000000,200908
201902,1099164,1,12,4918047,0,0033,40000,201608
201809,373764,1,01,2463425,0,0033,200000,201707
201903,200893,1,12,1226976,0,0033,60000,201711
201806,1127483,1,21,2695305,0,0033,4000000,201803
202005,1232297,1,16,7789799,0,0033,20000,201712
202002,1211502,1,03,2092157,0,0033,9000,200612
201907,1651459,1,05,3848850,0,0033,20000,201712
202002,1417847,1,12,8030741,0,0033,200000,201606
201810,1876862,1,17,2868015,0,0033,50000,201804
201811,1896951,1,03,9697500,0,0033,3000,201110
201807,1331735,1,12,241066,0,0033,300000,200501
202006,64909,1,12,9437206,0,0033,200000,201803
201902,1505394,1,12,157202,0,0033,100000,200501
201808,239579,1,17,4616116,0,0033,40000,201011
201811,64909,1,12,9437206,0,0033,300000,201803
201806,1799467,1,16,3116362,0,0033,40000,201512
201904,867781,1,01,8059589,0,0033,200000,201710
201903,223979,1,01,9970516,0,0033,10000,201802
202004,210349,1,01,1796844,0,0033,2000,201605
201907,49170,1,12,7884104,0,0033,30000,201301
202001,782625,1,01,3615590,0,0033,4000,201103
201907,1838191,1,12,1845125,0,0033,200000,201710
201912,1127483,1,21,2103147,0,0033,2000000,201803
202001,279141,1,17,5869073,0,0033,70000,201712
201807,662250,1,12,9793274,0,0033,100000,201106
201807,1485255,1,05,3973636,0,0033,30000,201807
202005,168236,1,01,1327273,0,0033,100,201006
201902,1239593,1,01,6920858,0,0033,2000000,201609
201810,1353713,1,03,3621309,0,0033,100,200509
201808,1671539,1,17,5303552,0,0033,3000,201411
201901,370061,1,12,6147074,0,0033,10000,201102
201905,873656,1,17,286578,0,0033,20000,201804
201904,38380,1,01,1912787,0,0033,700000,200703
201908,435620,1,03,4485836,0,0033,9000,200707
202005,696030,1,01,3788450,0,0033,200000,201812
201904,555263,1,12,7414108,0,0033,20000,201603
201807,329412,1,01,5017031,0,0033,300000,201110
201812,49170,1,12,7884104,0,0033,30000,201301
201912,935254,1,12,5412867,0,0033,600000,201601
201901,421038,1,01,3162681,0,0033,100000,201606
201910,1708494,1,12,3760473,0,0033,20000,201703
201911,238059,1,12,1884993,0,0033,500000,200912
201811,223979,1,01,9970516,0,0033,10000,201802
201807,1191477,1,03,1617623,0,0033,4000,201610
201907,336459,1,12,8318199,0,0033,200000,201901
202006,1321506,1,12,7102287,0,0033,90000,201904
202006,1494248,1,03,8618843,0,0033,30000,200607
201901,962342,1,01,3673964,0,0033,100,200501
202001,1334987,1,03,875032,0,0033,100,200606
201806,1933177,1,17,6210869,0,0033,2000,201608
201806,1417273,1,12,3480497,0,0033,600000,201410
201910,1391619,1,12,903248,0,0033,20000,201711
202005,1277298,1,01,364194,0,0033,2000000,200803
202003,279141,1,16,775249,0,0033,30000,201811
202006,1478181,1,12,5474042,0,0033,4000,200501
202006,100964,1,24,9458214,0,0033,4000,201701
201908,268913,1,03,3684806,0,0033,100,200501
202005,805778,1,12,318773,0,0033,30000,201708
201901,1691051,1,12,3473151,0,0033,70000,201205
201902,145370,1,17,7319913,0,0033,4000,201604
201908,1000448,1,12,9420532,0,0033,300000,200501
201910,608729,1,03,8153107,0,0033,2000000,201904
201808,1331735,1,01,6297337,0,0033,90000,201507
201906,118296,1,03,6700813,0,0033,20000,201010
202005,880988,1,12,748794,0,0033,100000,201202
202002,696030,1,01,7328440,0,0033,2000000,201811
201906,1511673,1,03,35774,0,0033,400000,201410
201812,330946,1,08,8874214,0,0033,7000,200501
201912,421038,1,17,1238349,0,0033,8000,201805
201808,913160,1,01,2132792,0,0033,1000000,201404
201908,1326728,1,12,5270126,0,0033,300000,201406
201806,1326728,1,01,4334529,0,0033,80000,201712
